symbol,name,exchange,status,last_seen,listed_date,delisted_date,pending_since,sector,industry,market_cap,description,price,price_change_pct,last_trade_datetime,shares_outstanding,eps,pe_ratio,weeks52high,weeks52low,website,full_address,phone_number,email,employees,beta,price_to_book,return_on_equity,return_on_assets,currency,open_price,day_high,day_low,total_debt_to_equity,dividend_yield,dividend_amount,ex_dividend_date,dividend_frequency,sedar_party_number,sedar_party_name,tier,company_type,company_type_confidence,primary_commodity,primary_commodity_confidence,adjacent_category,reasoning,filing_type,filing_date,filing_doc_name,filing_url,filing_pdf_path,filing_text_chars,sw_symbol,sedar_only,mda_type,mda_date,mda_doc_name,mda_url,mda_pdf_path,mda_text_chars,mda_company_type,mda_primary_commodity,mda_reasoning,discrepancy,override_type,override_commodity,universe_added_date,universe_notes
AGT,Applied Graphite Technologies Corporation,TSXV,LISTED,2026-04-02,,,,Materials,Mining,3196792,"Applied Graphite Technologies (AGT) is determined to revive the graphite mining industry in Sri Lanka and become a significant contributor to the energy revolution currently underway. The world's highest quality vein graphite is exclusively sourced from Sri Lanka. Our mission is to uncover and harness the untapped potential of AGT's Queens Mine Complex and its high-grade vein graphite deposits. With one of the most experienced teams in the industry, AGT is committed to innovation, sustainability",0.09,-5.263158,2026-04-02T23:46:44-04:00,35519901,,,0.145,0.05,http://appliedgraphite.com/,"1111 West Hastings Street,Suite 905, Vancouver, BC, CA",+1 604 638-2545,info@appliedgraphite.com,0,-0.483096,1.3,-27.7,-24.85,CAD,0.09,0.095,0.08,,,,,,000052728,Applied Graphite Technologies Corporation,1,Miner,95,Graphite,90,,"Applied Graphite Technologies Corporation is primarily engaged in the exploration and evaluation of mineral assets, specifically graphite, as indicated by their ownership of the Queens Mine Complex. The company's activities include dewatering and geophysical surveys, which are typical for mining exploration companies.",Interim MD&A,2025-11-27,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6070605.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AGT_Applied_Graphite_Technologies_Corporatio\2025-11-27_AGT_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AGX,Silver X Mining Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,203115306,"Silver X is a rapidly expanding silver producer and developer advancing the Nueva Recuperada Project in Peru, a 20,795-hectare, district-scale land package with two mining units and over 200 targets. Current production at the Tangana Mining Unit is scaling alongside the planned restart of the Plata Mine, supporting a path to ~6 million AgEq ounces. With immediate revenue, scalable growth, and long-term discovery upside - all within one integrated project - Silver X is building the next-generatio",0.71,-6.578948,2026-04-02T23:46:44-04:00,286077895,,,1.61,0.115,https://www.silverxmining.com,"Suite 1012 - 1030 West Georgia St., Vancouver, British Columbia, CA",+1 604 638-8063,ir@silverxmining.com,0,1.836824,4.28,-8.33,-3.58,CAD,0.68,0.73,0.68,0.09,,,,,000029200,Silver X Mining Corp. / Silver X Mining Corp.,1,Miner,95,Silver,90,,"Silver X Mining Corp. is primarily engaged in the mining and production of silver, along with other metals such as gold, copper, lead, and zinc. The company's activities, including ore processing and production metrics, clearly align with the definition of a miner, focusing on the extraction of mineral deposits.",Interim MD&A,2025-11-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6071603.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AGX_Silver_X_Mining_Corp\2025-11-28_AGX_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AHR,Amarc Resources Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,215187633,"Amarc is a mineral exploration and development company with an experienced and successful management team focused on developing a new generation of long-life, high-value porphyry Cu-Au mines in BC. By combining high-demand projects with dynamic management, Amarc has created a solid platform to create value from its exploration and development-stage assets. Amarc is advancing the JOY, DUKE and IKE porphyry Cu±Au Districts located in different prolific porphyry regions of northern, central and sou",0.955,-0.520833,2026-04-02T23:46:44-04:00,225327364,,,1.52,0.42,https://www.amarcresources.com,"14th Floor 1040 W. Georgia Street,1040 West Georgia Street, Vancouver, CA",+1 604 561-2873,,6,0.810048,7388.29,,148.13,CAD,0.86,0.97,0.86,35.33,,,,,000004170,Amarc Resources Ltd. / Amarc Resources Ltd.,1,Miner,95,Copper-Gold,90,,"Amarc Resources Ltd. is primarily engaged in mineral exploration and development, focusing on porphyry copper-gold deposits in British Columbia. The filing details their exploration activities, drilling results, and partnerships with other mining companies, which aligns with the definition of a miner.",Interim MD&A,2026-02-18,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6126925.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AHR_Amarc_Resources_Ltd\2026-02-18_AHR_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AIR,Clean Air Metals Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,16286191,"Clean Air Metals is a development and exploration company advancing its flagship, 100% owned Thunder Bay North Critical Minerals ('TBN') project, 40 km northeast of Thunder Bay, Ontario. The TBN project, accessible by road and next to established infrastructure, hosts two (2) deposits - the Current and Escape deposits, only 2.5 km apart. Together, the deposits host a 13.8 Mt indicated mineral resource containing 2.4M Pt eq. oz (Technical Report on the Thunder Bay North Project, Ontario, Canada, ",0.065,,2026-04-02T23:46:44-04:00,250556784,,,0.115,0.03,https://www.cleanairmetals.ca,"100 King Street West,Suite 3400, Toronto, ON, CA",+1 604 719-5614,,16,2.283063,0.49,-4.21,-3.8,CAD,0.07,0.07,0.065,,,,,,000005465,Clean Air Metals Inc. / Clean Air Metals Inc.,1,Miner,95,Diversified,90,,"Clean Air Metals Inc. is engaged in the exploration and development of mineral properties, specifically the Thunder Bay North project, which includes platinum, palladium, copper, and nickel. The company's activities, including exploration drilling and resource estimation, align with the definition of a miner, and they do not operate in any other industry.",Interim MD&A,2025-12-29,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6094416.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AIR_Clean_Air_Metals_Inc\2025-12-29_AIR_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AIS,A.I.S. Resources Limited,TSXV,LISTED,2026-04-02,,,,Materials,Mining,2786630,"A.I.S. Resources Limited is a publicly traded company listed on the TSX Venture Exchange. The company focuses on natural resource opportunities, aiming to unlock value by acquiring early-stage projects and providing the necessary technical and financial support to develop them. AIS is guided by a seasoned team of engineers, geologists and finance professionals with a proven record of success in capital markets.",0.08,,2026-04-02T23:46:44-04:00,34832867,0.02,,0.1,0.02,https://www.aisresources.com,"1177 West Hastings Street,Suite 2300, Vancouver, BC, CA",+1 604 687-6820,pthomas@aisresources.com,0,0.193331,1.87,-79.53,-28.46,CAD,0.08,0.08,0.08,0.5,,,,,000002905,A.I.S. Resources Limited / A.I.S. Resources Limited,1,Miner,95,Gold,90,,"A.I.S. Resources Limited is engaged in the acquisition, exploration, and development of natural resource properties, specifically in the mining sector. The company has multiple projects focused on gold, including the Bright Gold Project and the Toolleen-Fosterville Gold Project, indicating a clear focus on mining activities.",Interim MD&A,2026-03-02,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6139125.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AIS_AIS_Resources_Limited\2026-03-02_AIS_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ALDE,Aldebaran Resources Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,422570262,"Aldebaran is a mineral exploration company that was spun out of Regulus Resources Inc. in 2018 and has the same core management team. Aldebaran holds an 80% interest in the Altar copper-gold project in San Juan Province, Argentina. The Altar project hosts multiple porphyry copper-gold deposits with potential for additional discoveries. Altar forms part of a cluster of world-class porphyry copper deposits which includes Los Pelambres (Antofagasta Minerals), El Pachón (Glencore), and Los Azules (M",2.28,-4.60251,2026-04-02T23:46:44-04:00,185337834,0.01,,4.2,1.41,https://aldebaranresources.com,"200 Burrard Street,Suite 1570, Vancouver, British Columbia, CA",+(403) 705-4968,,0,1.518271,3.21,-5.1,-3.79,CAD,2.21,2.28,2.18,,,,,,000046243,Aldebaran Resources Inc. / Aldebaran Resources Inc.,1,Miner,95,Copper,90,,"Aldebaran Resources Inc. is primarily engaged in the acquisition, exploration, and evaluation of mineral properties, specifically focusing on copper-gold porphyry projects in Argentina. The company holds significant interests in the Altar project, which has substantial copper and gold resources, clearly classifying it as a miner.",Interim MD&A,2026-02-26,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6134032.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALDE_Aldebaran_Resources_Inc\2026-02-26_ALDE_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ALEX,Alpha Exploration Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,46660756,"Alpha Exploration Ltd is an exploration company focused on the discovery of gold and base metals deposits. It operates in a single project Kerkasha, which is located in Eritrea.",0.49,2.083333,2026-04-02T23:46:45-04:00,95226032,0.03,35.29,0.7,0.44,https://alpha-exploration.com,"Wickams Cay 1, Tortola,3rd Floor, Omar Hodge Building, P.O. Box 362, Road Town, VG",,,0,1.412373,1.87,3.92,3.71,CAD,0.48,0.49,0.48,,,,,,000052660,Alpha Exploration Ltd. / Alpha Exploration Ltd.,1,Miner,95,Gold,90,,"Alpha Exploration Ltd. is primarily engaged in the acquisition, exploration, and potential development of mineral resource properties, specifically focusing on gold exploration in Eritrea. The company has identified multiple gold prospects and is actively conducting exploration activities, which aligns with the definition of a miner.",Interim MD&A,2025-11-26,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6068287.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALEX_Alpha_Exploration_Ltd\2025-11-26_ALEX_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ALGR,Algo Grande Copper Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,27508095,"Algo Grande Copper Corp. is a growth-focused mineral exploration company advancing the Adelita Project, a district-scale, multi-system copper-gold-silver opportunity positioned in the prolific Arizona-Sonora copper belt. The company is dedicated to unlocking the full mineral potential of this under-explored corridor through disciplined data-driven exploration, technical excellence, and a firm commitment to value creation for shareholders. The 5,895-hectare Adelita Project is anchored by the high",0.65,-2.985075,2026-04-02T23:46:45-04:00,42320146,,,1,0.13,https://www.kenadyr.com,"800 West Pender Street,Suite 1430, Vancouver, BC, CA",+1 604 569-2963,,4,-1.877968,-20.38,,-49.4,CAD,0.65,0.68,0.65,,,,,,000030823,Algo Grande Copper Corp. / Algo Grande Copper Corp.,1,Miner,95,Copper,90,,"Algo Grande Copper Corp. is focused on copper exploration and development, as indicated by their acquisition of the Adelita project, which is a copper-gold-silver skarn system. The company's filings discuss their strategy to advance high-grade copper assets, confirming their classification as a miner.",Interim MD&A,2025-12-01,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6074892.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALGR_Algo_Grande_Copper_Corp\2025-12-01_ALGR_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ALM,Alliance Mining Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,2752295,"Alliance Mining Corp. (TSXV: ALM) reports field work progress on its Red Rice Lake group of gold properties. The Red Rice Lake gold property claims are located in the centre of Manitoba's Bissett gold camp, close to the town of Bissett, which forms part of the Uchi sub-province that includes the Red Lake and Pickle Lake belts in Northwestern Ontario. The company's property is located within 5 kilometres of 1911 Gold Corp's (TSXV: AUMB) True North Complex at Bissett, Manitoba, which comprises a f",0.3,,2026-04-02T23:46:45-04:00,9174316,0.01,30,0.42,0.085,https://alliancemining.com,"888 Dunsmuir Street,Suite 888, Vancouver, BC, CA",+1 604 488-3900,office@alliancemining.com,0,0.940903,-0.7,,-261.62,CAD,,,,,,,,,000024620,Alliance Mining Corp. / Alliance Mining Corp.,1,Miner,95,Gold,90,,"Alliance Mining Corporation is primarily engaged in resource exploration and project development, specifically in acquiring and exploring mineral properties. The company has detailed its activities related to gold properties in Manitoba, indicating a focus on gold exploration, which supports its classification as a Miner.",Interim MD&A,2025-11-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6073077.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALM_Alliance_Mining_Corp\2025-11-28_ALM_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ALT,Alturas Minerals Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,1456322,"Alturas is a Canadian corporation, and is the indirect parent of the Peruvian company, Alturas Minerals S.A. ('Alturas Peru') and of the Chilean company, Alturas Chile Limitada ('Alturas Chile'). Alturas had been exploring various mineral projects in Peru between January 2004 and 2020 and between 2012 and 2014 in Chile through its subsidiaries. After interrupting its exploration activities in Chile and Peru due to financial constraints, Alturas is now focusing on new business opportunities, incl",0.01,-50,2026-04-02T23:46:45-04:00,145632143,,,0.015,0.005,http://www.alturasminerals.com,"372 Bay Street,Suite 301, Toronto, ON, CA",+1 416 363-4900,info@alturasminerals.com,2,0.27902,-0.5,,-120.36,CAD,0.01,0.01,0.01,,,,,,000010379,Alturas Minerals Corp. / Alturas Minerals Corp.,1,Miner,95,Copper,90,,"Alturas Minerals Corp. is primarily engaged in mineral exploration and development, focusing on properties in Peru and Chile, specifically targeting copper and gold projects. The filing details their exploration activities, joint ventures, and acquisition of mineral properties, which aligns with the definition of a mining company.",AIF,2024-04-01,Annual information form - English,https://www.stockwatch.com/News/Sedardoc/5606123.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALT_Alturas_Minerals_Corp\2024-04-01_ALT_AIF.pdf,15000,,,Interim MD&A,2025-11-24,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6063480.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALT_Alturas_Minerals_Corp\2025-11-24_ALT_Interim_MD&A.pdf,15000,Miner,Copper-Gold,"Alturas Minerals Corp. is engaged in the exploration of mineral projects, specifically focusing on copper-gold deposits in Peru and Chile. The company's activities include exploring and developing mineral properties, which aligns with the definition of a miner.",,,,,
ALTA,Altamira Gold Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,47438622,"The Company is focused on the exploration and development of gold projects within western central Brazil, strategically advancing five projects spanning over 100,000 hectares within the prolific Juruena Gold Belt-an area that has historically yielded over 6 million ounces of placer gold3. The Company's advanced Cajueiro project contains two gold deposits. The central area comprises NI 43-101 resources of 5.66Mt @ 12 g/t gold for a total of 185,000 oz in the Indicated Resource category and 12.66M",0.16,-3.030303,2026-04-02T23:46:45-04:00,296491386,,,0.38,0.085,https://www.altamiragold.com,"409 Granville Street,Suite 1500, Vancouver, BC, CA",+1 604 676-5661,info@altamiragold.com,0,1.540601,1.49,-6.3,-6.07,CAD,0.16,0.16,0.16,,,,,,000006178,Altamira Gold Corp. / Altamira Gold Corp.,1,Miner,95,Gold,90,,"Altamira Gold Corp. is primarily engaged in the exploration and development of gold mineral resources, as evidenced by their detailed descriptions of drilling activities and mineral resource estimates in Brazil. The company's focus on identifying and developing gold deposits clearly classifies it as a miner.",Interim MD&A,2026-01-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6112233.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALTA_Altamira_Gold_Corp\2026-01-28_ALTA_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ALTN,Aeonian Resources Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,7930763,"Aeonian Resources Ltd. is a Canadian mineral exploration company focused on advancing a new copper district in southeastern British Columbia. Its flagship Koocanusa Copper Project lies within the Purcell Basin, part of the same geological belt that hosts major sediment-hosted copper deposits across the border in Montana. Aeonian has outlined a 50 km fertile corridor with multiple drill ready targets supported by strong geochemical and geophysical data. With multi-year permits, strong Indigenous ",0.125,-10.714286,2026-04-02T23:46:45-04:00,63446100,,,0.195,0.025,,"700 West Georgia Street,Suite 2500, Vancouver, BC, CA",+1 604 319-9000,,0,-2.411741,8.27,,,CAD,0.14,0.14,0.125,,,,,,000049845,Aeonian Resources Corp.,1,Miner,95,Copper,90,,"Aeonian Resources Corp. is primarily engaged in the acquisition and exploration of mineral property interests, specifically the Koocanusa Property, which has been identified as having potential for copper mineralization. The company's activities are focused on exploration, which aligns with the definition of a miner.",Interim MD&A,2025-08-21,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/5991469.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ALTN_Aeonian_Resources_Corp\2025-08-21_ALTN_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AMCO,Americore Resources Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,13119821,"Americore is a North American exploration and resource development company advancing the Trinity Silver Project in Nevada-a past-producing silver mine district with strong expansion potential. The Company is led by a team with deep experience across exploration discovery, resource delineation, commercial development, and capital markets execution.",0.58,5.952381,2026-04-02T23:46:45-04:00,22620381,,,0.91,0.095,https://americoreresources.com,"1455 Bellevue Ave,Suite 300, West Vancouver, BC, CA",+1 604 669-2279,info@americoreresources.com,0,1.551288,17.39,-70.36,-110.03,CAD,0.56,0.62,0.51,,,,,,000027411,Americore Resources Corp. / Americore Resources Corp.,1,Miner,95,Gold,90,,"Americore Resources Corp. is engaged in the exploration and development of mineral properties, specifically focusing on lithium and gold, as indicated in their filings. The company has not yet achieved profitable operations but is actively involved in exploration activities, which aligns with the definition of a miner.",Interim MD&A,2025-12-01,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6076102.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AMCO_Americore_Resources_Corp\2025-12-01_AMCO_Interim_MD&A.pdf,15000,KNC,,,,,,,,,,,,,,,
AME,Abacus Mining & Exploration Corporation,TSXV,LISTED,2026-04-02,,,,Materials,Mining,7498251,"Abacus is a mineral exploration and mine development company currently focused on copper and gold in B.C. and Nevada. The Company's main asset is a 20% ownership interest, together with KGHM Polska Mied¿ S.A. (80%), in the proposed copper-gold Ajax Mine located southwest of Kamloops, B.C., which has undergone a joint provincial and federal environmental assessment process. On December 14, 2017, a decision was made by the B.C. Minister of Environment and Climate Change Strategy and the Minister o",0.04,14.285714,2026-04-02T23:46:45-04:00,187456263,,,0.05,0.015,https://www.amemining.com,"701 W Georgia Street,Suite 1500, Vancouver, British Columbia, CA",+1 604 682-0301,info@amemining.com,0,1.391738,-0.23,,-131.36,CAD,0.035,0.04,0.035,,,,,,000002894,Abacus Mining and Exploration Corporation / Abacus Mining and Exploration Corporation,1,Miner,95,Copper,90,,"Abacus Mining & Exploration Corporation is engaged in the exploration and development of mineral properties, specifically focusing on copper and molybdenum deposits. The filing text describes ongoing exploration activities and drilling programs aimed at identifying and delineating copper porphyry deposits, which aligns with the definition of a mining company.",Interim MD&A,2025-11-24,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6064307.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AME_Abacus_Mining_Exploration_Corporation\2025-11-24_AME_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AML,Akwaaba Mining Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,2193464,"Akwaaba Mining Ltd, formerly Castle Peak Mining Ltd is a Canadian based exploration company. It is focused on the acquisition, exploration and evaluation of gold properties. It operates through the segment of acquisition, exploration and evaluation of exploration and evaluation assets in Ghana. The company holds an interest in the Akorade Project Gold Properties, located in southwest Ghana, in the southern portion of the Ashanti gold belt.",0.15,,2026-04-02T23:46:45-04:00,14623092,,,0.18,0.105,https://castlepeakmining.com,"#2411 Bennie Pl., Port Coquitlam, British Columbia, CA",+1 604 362-7685,darrenl@castlepeakmining.com,0,1.607628,0.5,-3.87,-3.55,CAD,,,,,,,,,000028917,Akwaaba Mining Ltd. / Akwaaba Mining Ltd.,1,Miner,95,Gold,90,,"Akwaaba Mining Ltd. is engaged in exploring and evaluating mineral properties, specifically focusing on gold mineralization in Ghana. The filing details exploration activities, drilling results, and resource estimates, which are characteristic of a mining company.",Interim MD&A,2025-11-19,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6060367.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AML_Akwaaba_Mining_Ltd\2025-11-19_AML_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AMM,Almaden Minerals Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,31593532,"Almaden Minerals Ltd is an exploration stage company and is engaged in the exploration and development of properties in Canada and Mexico. The company owns an interest in the Tuligtic project in Puebla State, Mexico. Tuligtic covers the Ixtaca Gold-Silver Deposit.",0.23,-4.545455,2026-04-02T23:46:45-04:00,137363181,,,0.345,0.1,https://www.almadenminerals.com,"Suite 210,1333 Johnston Street, Vancouver, CA",+1 604 689-7644,info@almadenminerals.com,7,1.187288,5.64,,,CAD,0.225,0.23,0.225,,,,,,000017484,Almaden Minerals Ltd. / Almaden Minerals Ltd.,1,Miner,95,Gold,90,,"Almaden Minerals Ltd. is engaged in the exploration and development of mineral properties, specifically the Ixtaca Gold-Silver Project in Mexico. The filing text discusses mineral reserves, resource estimates, and exploration activities, which are indicative of a mining company focused on gold and silver.",AIF,2025-03-17,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5860956.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AMM_Almaden_Minerals_Ltd\2025-03-17_AMM_AIF.pdf,15000,,,Interim MD&A,2025-11-06,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6049494.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AMM_Almaden_Minerals_Ltd\2025-11-06_AMM_Interim_MD&A.pdf,15000,Miner,Gold,"Almaden Minerals Ltd. is primarily engaged in the exploration and development of mineral deposits, specifically the Ixtaca precious metals project in Mexico. The company's activities, including pursuing international arbitration related to its mineral concessions, clearly align with the definition of a miner, focusing on gold as its primary commodity.",,,,,
AMX,Amex Exploration Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,564568037,"Amex Exploration Inc. has made significant high-grade gold discoveries, along with copper-rich volcanogenic massive sulphide (VMS) zones, at its 100%-owned Perron Gold Project, located approximately 110 kilometres north of Rouyn-Noranda, Quebec. The Perron Project in Quebec consists of 183 contiguous claims for a surface area of 65.75 km². The project hosts both bulk-tonnage and high-grade gold mineralization styles. When combined with the adjacent and contiguous Perron West Project and Abbotsfo",3.96,-1,2026-04-02T23:46:46-04:00,142567686,,,5.34,0.8,https://www.amexexploration.com,"410 St-Nicolas Street,Suite 236, Montreal, QC, CA",+1 514 866-8209,pierre.carrier@amexexploration.com,0,2.662286,3.82,-3.59,-3.05,CAD,3.8,4.16,3.8,,,,,,000004815,Amex Exploration Inc. / Amex Exploration inc.,1,Miner,95,Gold,90,,"Amex Exploration Inc. is classified as a Miner because it is primarily engaged in the exploration of mineral deposits, specifically gold, as indicated by its drilling results and property descriptions in the filing text. The company is actively involved in exploration activities in Canada, which aligns with the definition of a mining exploration company.",Interim MD&A,2025-11-18,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6059386.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AMX_Amex_Exploration_Inc\2025-11-18_AMX_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AMY,RecycLiCo Battery Materials Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,20719531,"RecycLiCo Battery Materials Inc. is a critical minerals refining company specializing in the use of advanced hydrometallurgical technologies for processing mined ore and the upcycling of lithium-ion battery materials. RecycLiCo's processes efficiently recover battery-ready lithium, cobalt, nickel, and manganese from end-of-life batteries and manufacturing scrap, supporting energy storage as well as broader industrial applications. RecycLiCo's business focus aligns with the global demand for futu",0.08,6.25,2026-04-02T23:46:46-04:00,258994127,,,0.295,0.04,https://www.recyclico.com,"Unit 110 - 7858 Hoskins St, Delta, British Columbia, CA",+1 778 574-4444,Terri@recyclico.com,5,3.481929,1.33,-7.87,-6.95,CAD,0.08,0.08,0.08,,,,,,000009952,RecycLiCo Battery Materials Inc. / RecycLiCo Battery Materials Inc.,1,Metals Extraction,90,Lithium,80,,"RecycLiCo Battery Materials Inc. specializes in the recovery and refining of critical minerals, particularly from lithium-ion batteries, which aligns with the Metals Extraction category. Although the company has legacy mining properties, its current focus is on processing and recycling materials rather than traditional mining activities.",Interim MD&A,2025-12-30,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6095265.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AMY_RecycLiCo_Battery_Materials_Inc\2025-12-30_AMY_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
